croped_1.jpg	15.62	3849.0	-713.0918	15.62	3849.0	-713.0918	15.62	3849.0	-713.0918
croped_2.jpg	17.76	7201.0	-1965.4369	17.76	7201.0	-1965.4369	17.76	7201.0	-1965.4369
croped_3.jpg	36.16	5774.0	-759.99207	36.16	5774.0	-759.99207	36.16	5774.0	-759.99207
croped_4.jpg	22.960003	5633.0	-871.3493	22.960003	5633.0	-871.3493	22.960003	5633.0	-871.3493
croped_5.jpg	20.76	12912.0	-2224.1067	20.76	12912.0	-2224.1067	20.76	12912.0	-2224.1067
croped_6.jpg	62.9	17078.0	-2256.4915	62.9	17078.0	-2256.4915	62.9	17078.0	-2256.4915
croped_7.jpg	56.0	20907.0	-4560.7466	56.0	20907.0	-4560.7466	56.0	20907.0	-4560.7466
croped_8.jpg	78.62	17867.0	-3847.3955	78.62	17867.0	-3847.3955	78.62	17867.0	-3847.3955
croped_9.jpg	71.8	18422.0	-2459.5	71.8	18422.0	-2459.5	71.8	18422.0	-2459.5
croped_10.jpg	43.0	18934.0	-3496.6147	43.0	18934.0	-3496.6147	43.0	18934.0	-3496.6147
croped_11.jpg	70.24	16765.0	-4883.4766	70.24	16765.0	-4883.4766	70.24	16765.0	-4883.4766
croped_12.jpg	41.92	16067.0	-2282.5	41.92	16067.0	-2282.5	41.92	16067.0	-2282.5
croped_13.jpg	34.1	14590.0	-4115.799	34.1	14590.0	-4115.799	34.1	14590.0	-4115.799
croped_14.jpg	27.1	8880.0	-1513.5	27.1	8880.0	-1513.5	27.1	8880.0	-1513.5
croped_15.jpg	21.42	12306.0	-3887.3582	21.42	12306.0	-3887.3582	21.42	12306.0	-3887.3582
croped_16.jpg	18.8	11108.0	-2620.9475	18.8	11108.0	-2620.9475	18.8	11108.0	-2620.9475
croped_17.jpg	53.52	14798.0	-4754.3286	53.52	14798.0	-4754.3286	53.52	14798.0	-4754.3286
croped_18.jpg	4.98	4304.0	-1174.6467	4.98	4304.0	-1174.6467	4.98	4304.0	-1174.6467
croped_19.jpg	41.7	17277.0	-4476.384	41.7	17277.0	-4476.384	41.7	17277.0	-4476.384
croped_20.jpg	20.659998	6383.0	-1666.4603	20.659998	6383.0	-1666.4603	20.659998	6383.0	-1666.4603
croped_21.jpg	35.8	16033.0	-2069.0	35.8	16033.0	-2069.0	35.8	16033.0	-2069.0
croped_22.jpg	49.22	18042.0	-2422.3357	49.22	18042.0	-2422.3357	49.22	18042.0	-2422.3357
croped_23.jpg	60.980003	22636.0	-4260.935	60.980003	22636.0	-4260.935	60.980003	22636.0	-4260.935
croped_24.jpg	94.04	15295.0	-2157.0	94.04	15295.0	-2157.0	94.04	15295.0	-2157.0
croped_25.jpg	45.58	24061.0	-7046.854	45.58	24061.0	-7046.854	45.58	24061.0	-7046.854
croped_26.jpg	40.7	14063.0	-2284.0	40.7	14063.0	-2284.0	40.7	14063.0	-2284.0
croped_27.jpg	19.14	12555.0	-1755.6635	19.14	12555.0	-1755.6635	19.14	12555.0	-1755.6635
croped_28.jpg	30.059998	8427.0	-2404.5579	30.059998	8427.0	-2404.5579	30.059998	8427.0	-2404.5579
croped_29.jpg	44.040005	14093.0	-1967.5	44.040005	14093.0	-1967.5	44.040005	14093.0	-1967.5
croped_30.jpg	29.62	20420.0	-2239.1292	29.62	20420.0	-2239.1292	29.62	20420.0	-2239.1292
croped_31.jpg	196.72	30831.0	-4166.04	196.72	30831.0	-4166.04	196.72	30831.0	-4166.04
croped_32.jpg	126.8	22650.0	-3554.0115	126.8	22650.0	-3554.0115	126.8	22650.0	-3554.0115
